INSTITUTION,FULL_FARE,STUDENT,TEACHER,SIXTY_YEARS_OLD,TICKET,CHILD,PERSONNEL,FREE;INSTITUTION;FULL_FARE;STUDENT;TEACHER;SIXTY_YEARS_OLD;TICKET;CHILD;PERSONNEL;FREE
İZTAŞIT KİRAZ,1585,401,75,29,0,0,18,586;İZTAŞIT KİRAZ;1585;401;75;29;0;0;18;586
Izulas,74932,75911,1458,3778,37,104,4990,49804;Izulas;74932;75911;1458;3778;37;104;4990;49804
Metro,124091,112616,2781,5625,580,38,8459,49722;Metro;124091;112616;2781;5625;580;38;8459;49722
NOSTALJİK TRAMVAY,93,66,0,2,1,0,0,0;NOSTALJİK TRAMVAY;93;66;0;2;1;0;0;0
Seferihisar Mot. Taş. Kooperat,5301,3774,153,246,6,0,379,4250;Seferihisar Mot. Taş. Kooperat;5301;3774;153;246;6;0;379;4250
Teleferik,36,46,0,2,0,0,0,0;Teleferik;36;46;0;2;0;0;0;0
Tramvay Karşıyaka,12238,13834,298,620,35,0,375,5577;Tramvay Karşıyaka;12238;13834;298;620;35;0;375;5577
Tramvay Konak,32135,30825,961,1603,72,12,2157,14180;Tramvay Konak;32135;30825;961;1603;72;12;2157;14180
BİSİM,1,0,0,0,0,0,0,0;BİSİM;1;0;0;0;0;0;0;0
Eshot,307089,180469,3560,12957,347,293,19491,155279;Eshot;307089;180469;3560;12957;347;293;19491;155279
İzban,87014,38103,1353,2294,751,24,4359,38057;İzban;87014;38103;1353;2294;751;24;4359;38057
Izdeniz,23536,9521,360,600,1304,6,508,5304;Izdeniz;23536;9521;360;600;1304;6;508;5304
İZTAŞIT KİRAZ,1161,211,16,16,0,0,19,367;İZTAŞIT KİRAZ;1161;211;16;16;0;0;19;367
Izulas,83956,49168,788,3514,31,62,5004,43443;Izulas;83956;49168;788;3514;31;62;5004;43443
Metro,116156,69460,1761,4255,649,37,4542,36714;Metro;116156;69460;1761;4255;649;37;4542;36714
NOSTALJİK TRAMVAY,111,99,0,3,4,0,1,11;NOSTALJİK TRAMVAY;111;99;0;3;4;0;1;11
Seferihisar Mot. Taş. Kooperat,5592,2589,96,229,6,0,298,3075;Seferihisar Mot. Taş. Kooperat;5592;2589;96;229;6;0;298;3075
Teleferik,106,22,1,1,0,0,0,0;Teleferik;106;22;1;1;0;0;0;0
Tramvay Karşıyaka,11840,7392,251,427,54,1,395,4601;Tramvay Karşıyaka;11840;7392;251;427;54;1;395;4601
Tramvay Konak,29151,17975,645,1058,101,20,1545,10939;Tramvay Konak;29151;17975;645;1058;101;20;1545;10939
Eshot,213093,127003,2546,8760,268,247,11562,117909;Eshot;213093;127003;2546;8760;268;247;11562;117909
İzban,62148,26922,823,1430,608,12,2461,25474;İzban;62148;26922;823;1430;608;12;2461;25474
Izdeniz,17355,6865,239,323,1089,6,307,3363;Izdeniz;17355;6865;239;323;1089;6;307;3363
İZTAŞIT KİRAZ,756,130,17,7,0,0,7,219;İZTAŞIT KİRAZ;756;130;17;7;0;0;7;219
Izulas,53397,32267,545,2095,26,73,2913,30212;Izulas;53397;32267;545;2095;26;73;2913;30212
Metro,75265,48751,1167,2157,506,37,2512,22379;Metro;75265;48751;1167;2157;506;37;2512;22379
NOSTALJİK TRAMVAY,102,90,0,0,2,0,3,13;NOSTALJİK TRAMVAY;102;90;0;0;2;0;3;13
Seferihisar Mot. Taş. Kooperat,4429,2277,70,194,4,0,190,2606;Seferihisar Mot. Taş. Kooperat;4429;2277;70;194;4;0;190;2606
Teleferik,187,33,3,1,0,0,0,0;Teleferik;187;33;3;1;0;0;0;0
Tramvay Karşıyaka,8310,5705,158,306,22,1,256,3015;Tramvay Karşıyaka;8310;5705;158;306;22;1;256;3015
Tramvay Konak,17934,11616,387,537,77,9,762,6023;Tramvay Konak;17934;11616;387;537;77;9;762;6023
Eshot,348129,224950,4397,17696,331,357,26506,216614;Eshot;348129;224950;4397;17696;331;357;26506;216614
İzban,95248,45156,1692,3092,776,29,5996,48445;İzban;95248;45156;1692;3092;776;29;5996;48445
Izdeniz,26098,11447,580,867,1047,2,1418,7296;Izdeniz;26098;11447;580;867;1047;2;1418;7296
İZTAŞIT KİRAZ,1431,250,24,22,0,0,26,569;İZTAŞIT KİRAZ;1431;250;24;22;0;0;26;569
Izulas,85953,53908,924,4421,33,131,5750,55873;Izulas;85953;53908;924;4421;33;131;5750;55873
Metro,130869,92812,2271,5834,620,50,8814,53487;Metro;130869;92812;2271;5834;620;50;8814;53487
NOSTALJİK TRAMVAY,83,27,5,2,4,0,0,0;NOSTALJİK TRAMVAY;83;27;5;2;4;0;0;0
Seferihisar Mot. Taş. Kooperat,5651,3026,104,247,6,1,379,4187;Seferihisar Mot. Taş. Kooperat;5651;3026;104;247;6;1;379;4187
Tramvay Karşıyaka,11165,7904,270,546,33,0,408,5436;Tramvay Karşıyaka;11165;7904;270;546;33;0;408;5436
Tramvay Konak,33429,19948,771,1604,120,21,2132,15369;Tramvay Konak;33429;19948;771;1604;120;21;2132;15369
BİSİM,7,0,0,0,0,0,0,0;BİSİM;7;0;0;0;0;0;0;0
Eshot,337074,216357,4303,17388,355,335,26059,210167;Eshot;337074;216357;4303;17388;355;335;26059;210167
İzban,91582,43758,1503,3010,652,16,5841,48247;İzban;91582;43758;1503;3010;652;16;5841;48247
Izdeniz,25564,10803,573,1010,965,5,1502,7287;Izdeniz;25564;10803;573;1010;965;5;1502;7287
İZTAŞIT KİRAZ,1347,253,21,25,0,0,22,534;İZTAŞIT KİRAZ;1347;253;21;25;0;0;22;534
Izulas,82418,51484,903,4242,45,95,5714,54930;Izulas;82418;51484;903;4242;45;95;5714;54930
Metro,133222,92702,2269,6155,630,36,8858,54557;Metro;133222;92702;2269;6155;630;36;8858;54557
NOSTALJİK TRAMVAY,107,31,0,1,0,0,0,0;NOSTALJİK TRAMVAY;107;31;0;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5471,2956,96,288,3,0,400,4343;Seferihisar Mot. Taş. Kooperat;5471;2956;96;288;3;0;400;4343
Teleferik,64,34,0,0,0,0,0,0;Teleferik;64;34;0;0;0;0;0;0
Tramvay Karşıyaka,10890,7812,287,524,37,0,440,5401;Tramvay Karşıyaka;10890;7812;287;524;37;0;440;5401
Tramvay Konak,32326,19620,755,1580,105,21,2202,14898;Tramvay Konak;32326;19620;755;1580;105;21;2202;14898
BİSİM,2,1,1,0,0,0,0,0;BİSİM;2;1;1;0;0;0;0;0
Eshot,340361,218584,4216,17841,339,357,25949,213956;Eshot;340361;218584;4216;17841;339;357;25949;213956
İzban,95708,45061,1709,3340,571,16,6584,51691;İzban;95708;45061;1709;3340;571;16;6584;51691
Izdeniz,27977,12543,592,1028,964,12,1466,7863;Izdeniz;27977;12543;592;1028;964;12;1466;7863
İZTAŞIT KİRAZ,1454,298,20,19,0,0,24,592;İZTAŞIT KİRAZ;1454;298;20;19;0;0;24;592
Izulas,81180,50672,848,4143,28,110,5613,54073;Izulas;81180;50672;848;4143;28;110;5613;54073
Metro,127419,90898,2040,5605,602,37,8616,51198;Metro;127419;90898;2040;5605;602;37;8616;51198
NOSTALJİK TRAMVAY,60,28,1,2,0,0,0,0;NOSTALJİK TRAMVAY;60;28;1;2;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5287,3025,108,241,6,1,394,3977;Seferihisar Mot. Taş. Kooperat;5287;3025;108;241;6;1;394;3977
Teleferik,103,39,0,0,0,0,0,0;Teleferik;103;39;0;0;0;0;0;0
Tramvay Karşıyaka,16521,10838,502,934,67,4,445,8737;Tramvay Karşıyaka;16521;10838;502;934;67;4;445;8737
Tramvay Konak,32537,19573,662,1587,95,18,2175,14476;Tramvay Konak;32537;19573;662;1587;95;18;2175;14476
BİSİM,1,1,0,0,0,0,0,0;BİSİM;1;1;0;0;0;0;0;0
Eshot,330220,213959,3960,16934,310,364,25540,203874;Eshot;330220;213959;3960;16934;310;364;25540;203874
İzban,90481,43221,1543,2956,611,19,6028,48546;İzban;90481;43221;1543;2956;611;19;6028;48546
Izdeniz,24717,10503,464,860,907,9,1359,6606;Izdeniz;24717;10503;464;860;907;9;1359;6606
İZTAŞIT KİRAZ,1292,286,26,21,0,0,21,503;İZTAŞIT KİRAZ;1292;286;26;21;0;0;21;503
Izulas,79266,50130,836,3949,25,101,5494,49850;Izulas;79266;50130;836;3949;25;101;5494;49850
Metro,123855,88520,1863,5497,519,37,8423,50166;Metro;123855;88520;1863;5497;519;37;8423;50166
NOSTALJİK TRAMVAY,71,22,5,4,0,0,0,0;NOSTALJİK TRAMVAY;71;22;5;4;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5251,2992,138,256,2,0,389,3957;Seferihisar Mot. Taş. Kooperat;5251;2992;138;256;2;0;389;3957
Teleferik,43,26,3,0,0,0,0,0;Teleferik;43;26;3;0;0;0;0;0
Tramvay Karşıyaka,10991,7621,229,490,53,0,388,4785;Tramvay Karşıyaka;10991;7621;229;490;53;0;388;4785
Tramvay Konak,31135,19162,648,1403,77,15,2055,13718;Tramvay Konak;31135;19162;648;1403;77;15;2055;13718
BİSİM,0,2,0,0,0,0,0,0;BİSİM;0;2;0;0;0;0;0;0
Eshot,327139,209994,3822,16738,297,577,24998,202554;Eshot;327139;209994;3822;16738;297;577;24998;202554
İzban,90684,43979,1358,2904,618,42,5935,46200;İzban;90684;43979;1358;2904;618;42;5935;46200
Izdeniz,24428,11040,436,772,1038,30,1320,6319;Izdeniz;24428;11040;436;772;1038;30;1320;6319
İZTAŞIT KİRAZ,1407,326,26,28,0,0,24,515;İZTAŞIT KİRAZ;1407;326;26;28;0;0;24;515
Izulas,78713,49181,842,4019,24,176,5522,51919;Izulas;78713;49181;842;4019;24;176;5522;51919
Metro,118117,83174,1791,5213,561,71,7965,46054;Metro;118117;83174;1791;5213;561;71;7965;46054
NOSTALJİK TRAMVAY,86,43,0,2,0,0,0,0;NOSTALJİK TRAMVAY;86;43;0;2;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5418,3047,97,279,8,1,397,4354;Seferihisar Mot. Taş. Kooperat;5418;3047;97;279;8;1;397;4354
Teleferik,17,9,0,0,0,0,0,0;Teleferik;17;9;0;0;0;0;0;0
Tramvay Karşıyaka,11097,7551,257,535,65,1,415,5109;Tramvay Karşıyaka;11097;7551;257;535;65;1;415;5109
Tramvay Konak,30486,19955,584,1423,97,16,1996,13483;Tramvay Konak;30486;19955;584;1423;97;16;1996;13483
BİSİM,1,1,0,0,0,0,0,0;BİSİM;1;1;0;0;0;0;0;0
Eshot,268950,154723,2257,12487,332,359,16946,145732;Eshot;268950;154723;2257;12487;332;359;16946;145732
İzban,79580,36107,1001,2256,697,50,3953,35437;İzban;79580;36107;1001;2256;697;50;3953;35437
Izdeniz,24009,10378,354,579,1302,11,458,5179;Izdeniz;24009;10378;354;579;1302;11;458;5179
İZTAŞIT KİRAZ,1151,190,7,27,0,0,13,459;İZTAŞIT KİRAZ;1151;190;7;27;0;0;13;459
Izulas,74256,41843,523,3441,37,122,4398,41055;Izulas;74256;41843;523;3441;37;122;4398;41055
Metro,91443,53506,1002,3544,611,35,3391,30075;Metro;91443;53506;1002;3544;611;35;3391;30075
NOSTALJİK TRAMVAY,146,137,2,0,0,0,0,12;NOSTALJİK TRAMVAY;146;137;2;0;0;0;0;12
Seferihisar Mot. Taş. Kooperat,5364,2935,68,210,5,2,298,3132;Seferihisar Mot. Taş. Kooperat;5364;2935;68;210;5;2;298;3132
Teleferik,125,38,6,0,0,0,0,0;Teleferik;125;38;6;0;0;0;0;0
Tramvay Karşıyaka,9790,6428,179,430,40,1,307,4148;Tramvay Karşıyaka;9790;6428;179;430;40;1;307;4148
Tramvay Konak,22315,13939,341,892,92,6,1051,8367;Tramvay Konak;22315;13939;341;892;92;6;1051;8367
Eshot,201919,122286,1606,8676,295,291,12010,118223;Eshot;201919;122286;1606;8676;295;291;12010;118223
İzban,64541,29580,709,1673,699,22,2690,27446;İzban;64541;29580;709;1673;699;22;2690;27446
Izdeniz,20045,8872,247,355,1368,20,292,3469;Izdeniz;20045;8872;247;355;1368;20;292;3469
İZTAŞIT KİRAZ,639,101,7,14,0,0,20,245;İZTAŞIT KİRAZ;639;101;7;14;0;0;20;245
Izulas,51712,31782,331,2141,37,93,3082,31290;Izulas;51712;31782;331;2141;37;93;3082;31290
Metro,49095,31096,499,1494,517,11,1838,15131;Metro;49095;31096;499;1494;517;11;1838;15131
NOSTALJİK TRAMVAY,145,96,1,2,0,0,4,13;NOSTALJİK TRAMVAY;145;96;1;2;0;0;4;13
Seferihisar Mot. Taş. Kooperat,4552,2338,58,160,1,1,239,2738;Seferihisar Mot. Taş. Kooperat;4552;2338;58;160;1;1;239;2738
Teleferik,208,53,1,1,0,0,0,0;Teleferik;208;53;1;1;0;0;0;0
Tramvay Karşıyaka,5656,3997,96,174,42,2,197,2096;Tramvay Karşıyaka;5656;3997;96;174;42;2;197;2096
Tramvay Konak,12799,8259,192,364,50,9,537,4427;Tramvay Konak;12799;8259;192;364;50;9;537;4427
Eshot,328442,196850,3951,17277,346,594,25147,213351;Eshot;328442;196850;3951;17277;346;594;25147;213351
İzban,90962,41173,1359,3059,799,48,5922,48175;İzban;90962;41173;1359;3059;799;48;5922;48175
Izdeniz,24950,10289,458,878,960,48,1367,6785;Izdeniz;24950;10289;458;878;960;48;1367;6785
İZTAŞIT KİRAZ,1578,267,17,17,0,0,25,632;İZTAŞIT KİRAZ;1578;267;17;17;0;0;25;632
Izulas,79676,48815,805,4246,35,207,5415,54370;Izulas;79676;48815;805;4246;35;207;5415;54370
Metro,81297,52712,1374,3678,429,57,5554,33334;Metro;81297;52712;1374;3678;429;57;5554;33334
NOSTALJİK TRAMVAY,89,37,0,0,0,0,0,0;NOSTALJİK TRAMVAY;89;37;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5548,2956,108,280,4,2,363,4535;Seferihisar Mot. Taş. Kooperat;5548;2956;108;280;4;2;363;4535
Tramvay Karşıyaka,6897,4523,173,352,18,0,309,3530;Tramvay Karşıyaka;6897;4523;173;352;18;0;309;3530
Tramvay Konak,18689,10708,475,921,38,9,1222,8761;Tramvay Konak;18689;10708;475;921;38;9;1222;8761
BİSİM,2,2,0,0,0,0,0,0;BİSİM;2;2;0;0;0;0;0;0
Eshot,322948,191919,4035,16820,406,634,25077,202346;Eshot;322948;191919;4035;16820;406;634;25077;202346
İzban,91743,42638,1566,3027,835,56,6042,48476;İzban;91743;42638;1566;3027;835;56;6042;48476
Izdeniz,25108,10062,459,879,890,30,1309,6745;Izdeniz;25108;10062;459;879;890;30;1309;6745
İZTAŞIT KİRAZ,1357,272,24,25,0,0,26,585;İZTAŞIT KİRAZ;1357;272;24;25;0;0;26;585
Izulas,76898,48151,783,3999,43,237,5279,52155;Izulas;76898;48151;783;3999;43;237;5279;52155
Metro,66692,42920,1380,3049,266,40,4550,27336;Metro;66692;42920;1380;3049;266;40;4550;27336
NOSTALJİK TRAMVAY,82,26,0,2,0,0,0,0;NOSTALJİK TRAMVAY;82;26;0;2;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5426,2936,111,304,2,1,388,4450;Seferihisar Mot. Taş. Kooperat;5426;2936;111;304;2;1;388;4450
Teleferik,74,52,1,1,0,0,0,0;Teleferik;74;52;1;1;0;0;0;0
Tramvay Karşıyaka,6817,4631,137,352,22,3,283,3389;Tramvay Karşıyaka;6817;4631;137;352;22;3;283;3389
Tramvay Konak,16347,9253,424,791,46,6,1082,7502;Tramvay Konak;16347;9253;424;791;46;6;1082;7502
BİSİM,7,1,0,0,0,0,0,0;BİSİM;7;1;0;0;0;0;0;0
Eshot,321021,191288,4023,16877,379,703,25173,202762;Eshot;321021;191288;4023;16877;379;703;25173;202762
İzban,90557,41423,1497,2968,652,70,6139,47605;İzban;90557;41423;1497;2968;652;70;6139;47605
Izdeniz,26114,11210,536,932,954,26,1400,6813;Izdeniz;26114;11210;536;932;954;26;1400;6813
İZTAŞIT KİRAZ,1463,293,22,20,0,0,25,637;İZTAŞIT KİRAZ;1463;293;22;20;0;0;25;637
Izulas,76932,48086,873,4028,33,230,5419,51746;Izulas;76932;48086;873;4028;33;230;5419;51746
Metro,58725,39466,1068,2496,227,31,3962,23362;Metro;58725;39466;1068;2496;227;31;3962;23362
NOSTALJİK TRAMVAY,64,26,0,1,0,0,0,0;NOSTALJİK TRAMVAY;64;26;0;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5050,2644,120,286,1,1,366,3922;Seferihisar Mot. Taş. Kooperat;5050;2644;120;286;1;1;366;3922
Teleferik,95,28,2,0,0,0,0,0;Teleferik;95;28;2;0;0;0;0;0
Tramvay Karşıyaka,10090,6128,315,609,18,6,293,5718;Tramvay Karşıyaka;10090;6128;315;609;18;6;293;5718
Tramvay Konak,14059,7898,333,700,37,22,920,6497;Tramvay Konak;14059;7898;333;700;37;22;920;6497
BİSİM,3,0,0,0,0,0,0,0;BİSİM;3;0;0;0;0;0;0;0
Eshot,369924,220494,4481,18754,377,893,28754,229506;Eshot;369924;220494;4481;18754;377;893;28754;229506
İzban,90155,40899,1374,3000,583,91,5791,48872;İzban;90155;40899;1374;3000;583;91;5791;48872
Izdeniz,26080,10887,499,955,1008,24,1391,7275;Izdeniz;26080;10887;499;955;1008;24;1391;7275
İZTAŞIT KİRAZ,1297,283,19,22,0,0,22,520;İZTAŞIT KİRAZ;1297;283;19;22;0;0;22;520
Izulas,89108,55638,969,4514,56,258,6206,57018;Izulas;89108;55638;969;4514;56;258;6206;57018
Metro,342378,231259,5508,14994,1973,271,22201,133289;Metro;342378;231259;5508;14994;1973;271;22201;133289
NOSTALJİK TRAMVAY,74,23,4,1,0,0,0,0;NOSTALJİK TRAMVAY;74;23;4;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5358,2918,106,257,2,0,380,4266;Seferihisar Mot. Taş. Kooperat;5358;2918;106;257;2;0;380;4266
Teleferik,62,31,2,3,0,0,0,0;Teleferik;62;31;2;3;0;0;0;0
Tramvay Karşıyaka,27103,18736,622,1221,102,6,837,11543;Tramvay Karşıyaka;27103;18736;622;1221;102;6;837;11543
Tramvay Konak,86769,54943,1761,3630,273,117,5546,36839;Tramvay Konak;86769;54943;1761;3630;273;117;5546;36839
BİSİM,18,1,1,0,0,0,0,0;BİSİM;18;1;1;0;0;0;0;0
Eshot,343328,190958,3747,16804,370,180,24619,161973;Eshot;343328;190958;3747;16804;370;180;24619;161973
İzban,96090,41446,1382,2972,929,29,5889,32925;İzban;96090;41446;1382;2972;929;29;5889;32925
Izdeniz,25024,10079,507,827,1124,18,1278,4588;Izdeniz;25024;10079;507;827;1124;18;1278;4588
İZTAŞIT KİRAZ,1310,295,14,19,0,0,32,425;İZTAŞIT KİRAZ;1310;295;14;19;0;0;32;425
Izulas,82777,48281,772,4061,52,63,5442,41781;Izulas;82777;48281;772;4061;52;63;5442;41781
Metro,132173,81652,1827,5375,751,42,8416,32537;Metro;132173;81652;1827;5375;751;42;8416;32537
NOSTALJİK TRAMVAY,57,31,0,7,0,0,0,0;NOSTALJİK TRAMVAY;57;31;0;7;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5764,2899,101,252,5,0,338,3589;Seferihisar Mot. Taş. Kooperat;5764;2899;101;252;5;0;338;3589
Teleferik,63,19,0,0,0,0,0,0;Teleferik;63;19;0;0;0;0;0;0
Tramvay Karşıyaka,11453,7174,271,497,41,0,357,4309;Tramvay Karşıyaka;11453;7174;271;497;41;0;357;4309
Tramvay Konak,32665,18888,642,1434,115,11,2028,9379;Tramvay Konak;32665;18888;642;1434;115;11;2028;9379
BİSİM,3,0,0,0,0,0,0,0;BİSİM;3;0;0;0;0;0;0;0
Eshot,283871,147774,2540,12161,293,76,17509,117260;Eshot;283871;147774;2540;12161;293;76;17509;117260
İzban,83153,34333,981,2168,789,14,4015,25337;İzban;83153;34333;981;2168;789;14;4015;25337
Izdeniz,22241,8655,316,598,1268,4,407,3309;Izdeniz;22241;8655;316;598;1268;4;407;3309
İZTAŞIT KİRAZ,1285,245,10,15,0,0,28,358;İZTAŞIT KİRAZ;1285;245;10;15;0;0;28;358
Izulas,78724,41092,532,3308,44,17,4277,32917;Izulas;78724;41092;532;3308;44;17;4277;32917
Metro,103846,54523,1152,3682,660,8,3797,22586;Metro;103846;54523;1152;3682;660;8;3797;22586
NOSTALJİK TRAMVAY,129,111,4,3,0,0,5,4;NOSTALJİK TRAMVAY;129;111;4;3;0;0;5;4
Seferihisar Mot. Taş. Kooperat,5535,2726,56,220,8,0,295,2469;Seferihisar Mot. Taş. Kooperat;5535;2726;56;220;8;0;295;2469
Teleferik,98,22,1,0,0,0,0,0;Teleferik;98;22;1;0;0;0;0;0
Tramvay Karşıyaka,10697,6488,184,448,40,0,279,3296;Tramvay Karşıyaka;10697;6488;184;448;40;0;279;3296
Tramvay Konak,26345,15344,426,988,123,3,1199,6355;Tramvay Konak;26345;15344;426;988;123;3;1199;6355
BİSİM,2,0,0,0,0,0,0,0;BİSİM;2;0;0;0;0;0;0;0
Eshot,219358,122487,2289,8981,304,85,11988,97929;Eshot;219358;122487;2289;8981;304;85;11988;97929
İzban,67280,29283,757,1582,734,22,2801,19802;İzban;67280;29283;757;1582;734;22;2801;19802
Izdeniz,16821,6954,197,319,1396,2,274,2322;Izdeniz;16821;6954;197;319;1396;2;274;2322
İZTAŞIT KİRAZ,668,95,5,16,0,0,14,153;İZTAŞIT KİRAZ;668;95;5;16;0;0;14;153
Izulas,56904,32015,433,2318,45,31,2984,25493;Izulas;56904;32015;433;2318;45;31;2984;25493
Metro,70137,40889,882,2056,458,20,2408,14471;Metro;70137;40889;882;2056;458;20;2408;14471
NOSTALJİK TRAMVAY,165,137,1,2,1,0,5,9;NOSTALJİK TRAMVAY;165;137;1;2;1;0;5;9
Seferihisar Mot. Taş. Kooperat,4794,2556,56,179,6,0,231,2216;Seferihisar Mot. Taş. Kooperat;4794;2556;56;179;6;0;231;2216
Teleferik,141,35,1,0,0,0,0,0;Teleferik;141;35;1;0;0;0;0;0
Tramvay Karşıyaka,8722,5648,121,251,39,0,217,2423;Tramvay Karşıyaka;8722;5648;121;251;39;0;217;2423
Tramvay Konak,17924,11538,302,488,110,6,719,4261;Tramvay Konak;17924;11538;302;488;110;6;719;4261
Eshot,356901,188561,3704,17365,328,407,25436,170878;Eshot;356901;188561;3704;17365;328;407;25436;170878
İzban,95353,40447,1328,3113,746,57,5985,34791;İzban;95353;40447;1328;3113;746;57;5985;34791
Izdeniz,24824,9104,349,840,994,23,1320,4629;Izdeniz;24824;9104;349;840;994;23;1320;4629
İZTAŞIT KİRAZ,1463,309,21,25,0,0,25,464;İZTAŞIT KİRAZ;1463;309;21;25;0;0;25;464
Izulas,86976,47533,884,4271,47,138,5716,43393;Izulas;86976;47533;884;4271;47;138;5716;43393
Metro,134825,72247,1786,5845,604,46,8434,35242;Metro;134825;72247;1786;5845;604;46;8434;35242
NOSTALJİK TRAMVAY,92,22,0,0,0,0,0,0;NOSTALJİK TRAMVAY;92;22;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5719,2840,133,278,4,0,386,3463;Seferihisar Mot. Taş. Kooperat;5719;2840;133;278;4;0;386;3463
Tramvay Karşıyaka,11314,7060,226,505,45,4,408,4241;Tramvay Karşıyaka;11314;7060;226;505;45;4;408;4241
Tramvay Konak,32836,18096,598,1504,97,19,2026,10189;Tramvay Konak;32836;18096;598;1504;97;19;2026;10189
BİSİM,3,0,0,0,0,0,0,0;BİSİM;3;0;0;0;0;0;0;0
Eshot,356946,188431,3863,17704,452,805,25293,173404;Eshot;356946;188431;3863;17704;452;805;25293;173404
İzban,95048,40290,1335,3097,730,68,5856,34632;İzban;95048;40290;1335;3097;730;68;5856;34632
Izdeniz,24803,9150,356,879,956,20,1272,4712;Izdeniz;24803;9150;356;879;956;20;1272;4712
İZTAŞIT KİRAZ,1438,330,11,14,0,0,20,444;İZTAŞIT KİRAZ;1438;330;11;14;0;0;20;444
Izulas,87396,47931,806,4448,33,234,5529,45398;Izulas;87396;47931;806;4448;33;234;5529;45398
Metro,132729,69508,1784,5690,603,81,8426,34283;Metro;132729;69508;1784;5690;603;81;8426;34283
NOSTALJİK TRAMVAY,84,27,0,0,0,0,0,0;NOSTALJİK TRAMVAY;84;27;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5706,2629,97,280,3,1,390,3515;Seferihisar Mot. Taş. Kooperat;5706;2629;97;280;3;1;390;3515
Teleferik,57,24,3,0,0,0,0,0;Teleferik;57;24;3;0;0;0;0;0
Tramvay Karşıyaka,11240,7163,212,514,43,3,359,4127;Tramvay Karşıyaka;11240;7163;212;514;43;3;359;4127
Tramvay Konak,33291,17992,553,1402,105,30,1943,10283;Tramvay Konak;33291;17992;553;1402;105;30;1943;10283
BİSİM,1,0,0,0,0,0,0,0;BİSİM;1;0;0;0;0;0;0;0
Eshot,365588,193152,4029,18858,355,842,25454,185291;Eshot;365588;193152;4029;18858;355;842;25454;185291
İzban,131856,97176,3100,4478,931,92,5807,34783;İzban;131856;97176;3100;4478;931;92;5807;34783
Izdeniz,26979,10417,485,872,899,16,1330,5251;Izdeniz;26979;10417;485;872;899;16;1330;5251
İZTAŞIT KİRAZ,1549,332,22,32,0,0,22,599;İZTAŞIT KİRAZ;1549;332;22;32;0;0;22;599
Izulas,88623,48427,848,4473,45,232,5561,48024;Izulas;88623;48427;848;4473;45;232;5561;48024
Metro,134379,69277,1820,5637,602,73,8306,34380;Metro;134379;69277;1820;5637;602;73;8306;34380
NOSTALJİK TRAMVAY,89,18,0,5,0,0,0,0;NOSTALJİK TRAMVAY;89;18;0;5;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5691,2755,104,275,0,4,374,3394;Seferihisar Mot. Taş. Kooperat;5691;2755;104;275;0;4;374;3394
Teleferik,71,28,3,2,0,0,0,0;Teleferik;71;28;3;2;0;0;0;0
Tramvay Karşıyaka,17399,10019,422,935,68,6,447,7224;Tramvay Karşıyaka;17399;10019;422;935;68;6;447;7224
Tramvay Konak,33847,18152,604,1547,92,31,1994,10082;Tramvay Konak;33847;18152;604;1547;92;31;1994;10082
BİSİM,7,3,0,1,0,0,0,0;BİSİM;7;3;0;1;0;0;0;0
Eshot,354898,185008,3594,17710,345,962,25276,178249;Eshot;354898;185008;3594;17710;345;962;25276;178249
İzban,128685,93019,2830,4197,818,84,5697,34433;İzban;128685;93019;2830;4197;818;84;5697;34433
Izdeniz,24077,8818,378,838,734,13,1292,4563;Izdeniz;24077;8818;378;838;734;13;1292;4563
İZTAŞIT KİRAZ,1512,380,26,19,0,0,33,543;İZTAŞIT KİRAZ;1512;380;26;19;0;0;33;543
Izulas,85992,46375,767,4271,32,269,5539,45113;Izulas;85992;46375;767;4271;32;269;5539;45113
Metro,136170,68472,1792,5758,549,107,8571,35822;Metro;136170;68472;1792;5758;549;107;8571;35822
NOSTALJİK TRAMVAY,56,35,0,2,0,0,0,0;NOSTALJİK TRAMVAY;56;35;0;2;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5750,2715,83,261,1,2,368,3371;Seferihisar Mot. Taş. Kooperat;5750;2715;83;261;1;2;368;3371
Teleferik,52,10,0,0,0,0,0,0;Teleferik;52;10;0;0;0;0;0;0
Tramvay Karşıyaka,11279,7217,229,446,23,6,413,3851;Tramvay Karşıyaka;11279;7217;229;446;23;6;413;3851
Tramvay Konak,32163,17281,573,1359,66,44,2110,9482;Tramvay Konak;32163;17281;573;1359;66;44;2110;9482
BİSİM,1,0,0,0,0,0,0,0;BİSİM;1;0;0;0;0;0;0;0
Eshot,2,0,0,0,60,0,0,497662;Eshot;2;0;0;0;60;0;0;497662
